"doc_title","doc_link","geschaeftstitel","geschaeftsnummer"
"Protokollauszug Beantwortung, Diskussion, Beschlussfassung vom 05.11.2025","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=898bf0bc575049e6a8154c02e0b6fd65-332&v=2&r=PDF&typ=pdf","Motion von Sandra Stadler, Hermann Lei, Kilian Imhof, Marc Rüdisüli, Mathias Dietz, Christian Mader, Marcel Wittwer, Ruedi Zbinden, Elisabeth Rickenbach, Michèle Strähl-Obrist vom 18. Juni 2025 \"Massnahmen des Kantons Thurgau gegen die Einführung der Individualbesteuerung\"","24/MO 24/173"
"Wortlaut vom 18.06.2025 (24/MO 23/172)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=6791df479ff4482d96bf04fd393ae81f-332&v=2&r=PDF&typ=pdf","Motion von Robin Spiri, Kenny Greber, Peter Bühler, Jürg Wiesli, Marcel Preiss, Mathis Müller vom 18. Juni 2025 \"Kein vollständiger Digitalzwang in der Verwaltung\"","24/MO 23/172"
"Beantwortung vom 25.11.2025 (24/MO 23/172)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=047872c6041d4b7aace58667dda3de5d-332&v=2&r=PDF&typ=pdf","Motion von Robin Spiri, Kenny Greber, Peter Bühler, Jürg Wiesli, Marcel Preiss, Mathis Müller vom 18. Juni 2025 \"Kein vollständiger Digitalzwang in der Verwaltung\"","24/MO 23/172"
"Protokollauszug Beantwortung vom 14.01.2026","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=386dcf32753e4313b271f4ac3d54323e-332&v=2&r=PDF&typ=pdf","Motion von Robin Spiri, Kenny Greber, Peter Bühler, Jürg Wiesli, Marcel Preiss, Mathis Müller vom 18. Juni 2025 \"Kein vollständiger Digitalzwang in der Verwaltung\"","24/MO 23/172"
"Wortlaut vom 18.06.2025 (24/EA 66/175)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=cc01bea2836041ada374a163374eaa92-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Alessandra Biondi, Reto Ammann vom 18. Juni 2025 \"Härtefallgesuche - Praxis im Kanton Thurgau\"","24/EA 66/175"
"Beantwortung vom 19.08.2025 (24/EA 66/175)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=5ec988ceb06d487db5f02f753ca6268b-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Alessandra Biondi, Reto Ammann vom 18. Juni 2025 \"Härtefallgesuche - Praxis im Kanton Thurgau\"","24/EA 66/175"
"Wortlaut vom 18.06.2025 (24/MO 25/174)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=0825fcc4d30e428cadadbe0f9358edfa-332&v=2&r=PDF&typ=pdf","Motion von Corinna Pasche-Strasser, Isabelle Wepfer, Sabina Peter Köstli vom 18. Juni 2025 \"Anpassung des Gesetzes über das Stimm- und Wahlrecht\"","24/MO 25/174"
"Beantwortung vom 18.11.2025 (24/MO 25/174)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=2be1f1332a674e229edf30f1a9f9c383-332&v=2&r=PDF&typ=pdf","Motion von Corinna Pasche-Strasser, Isabelle Wepfer, Sabina Peter Köstli vom 18. Juni 2025 \"Anpassung des Gesetzes über das Stimm- und Wahlrecht\"","24/MO 25/174"
"Protokollauszug Beantwortung, Diskussion, Beschlussfassung vom 18.03.2026","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=381c73ad25cc46c4a969dba9e2668c98-332&v=2&r=PDF&typ=pdf","Motion von Corinna Pasche-Strasser, Isabelle Wepfer, Sabina Peter Köstli vom 18. Juni 2025 \"Anpassung des Gesetzes über das Stimm- und Wahlrecht\"","24/MO 25/174"
"Wortlaut vom 18.06.2025 (24/EA 67/176)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=6589ce9f6c2546278e58a1dc410b8d04-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Sandra Stadler, Hermann Lei, Kilian Imhof, Marc Rüdisüli, Mathias Diez, Christian Mader, Marcel Wittwer, Ruedi Zbinden, Elisabeth Rickenbach, Michèle Strähl-Obrist vom 18. Juni 2025 \"Negative Auswirkungen der Individualbesteuerung für den Kanton Thurgau und ihre Gemeinden\"","24/EA 67/176"
"Beantwortung vom 04.08.2025 (24/EA 67/176)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=c39db71fa244411789aeb339cbec246d-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Sandra Stadler, Hermann Lei, Kilian Imhof, Marc Rüdisüli, Mathias Diez, Christian Mader, Marcel Wittwer, Ruedi Zbinden, Elisabeth Rickenbach, Michèle Strähl-Obrist vom 18. Juni 2025 \"Negative Auswirkungen der Individualbesteuerung für den Kanton Thurgau und ihre Gemeinden\"","24/EA 67/176"
"Protokollauszug Amtsgelübde vom 29.09.2025","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=d113c601ed81484b8d440be7d40bf9b4-332&v=2&r=PDF&typ=pdf","Amtsgelübde von Stephan Zlabinger, Mitglied Verwaltungsgericht","24/WA 28/180"
"Wortlaut vom 18.06.2025 (24/EA 68/177)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=163cc8a05f0a4fadb5b8d95cafc1b9fd-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Cornelia Hauser vom 18. Juni 2025 \"Case Management Gesundheit für Asylpersonen\"","24/EA 68/177"
"Beantwortung vom 04.08.2025 (24/EA 68/177)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=500fa461240149b382d5e33ad61a7780-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Cornelia Hauser vom 18. Juni 2025 \"Case Management Gesundheit für Asylpersonen\"","24/EA 68/177"
"Wortlaut vom 02.07.2025 (24/MO 26/181)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=0fdb4469e4ab4e70aa6a3e96f44d6fdc-332&v=2&r=PDF&typ=pdf","Motion von Robin Spiri, Marcel Wittwer, Oliver Martin vom 2. Juli 2025 \"Keine politischen Fahnen an Schulen - Dafür die Thurgauer Fahne stärken\"","24/MO 26/181"
"Wortlaut vom 02.07.2025 (24/EA 70/184)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=cfd4a08700d246ab9da4ed8d5d408103-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Oliver Martin, Stephanie Eberle, Hermann Lei, Marcel Wittwer vom 2. Juli 2025 \"Dragqueens in unserer Volksschule - Rolle, pädagogischer Mehrwert und Grenzen\"","24/EA 70/184"
"Beantwortung vom 19.08.2025 (24/EA 70/184)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=7a0441bfd126458c82de80575ff6cc0d-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Oliver Martin, Stephanie Eberle, Hermann Lei, Marcel Wittwer vom 2. Juli 2025 \"Dragqueens in unserer Volksschule - Rolle, pädagogischer Mehrwert und Grenzen\"","24/EA 70/184"
"Wortlaut vom 02.07.2025 (24/EA 72/186)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=5b5e843fd7d94bf48c564e5e7cea8bdf-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Karin Bétrisey, Stefan Leuthold, Markus Brüllmann vom 2. Juli 2025 \"Haltung des Regierungsrats zur OLS - Transparenz schaffen\"","24/EA 72/186"
"Beantwortung vom 26.08.2025 (24/EA 72/186)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=8fdaff5899e74c73a391f01db966d30a-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Karin Bétrisey, Stefan Leuthold, Markus Brüllmann vom 2. Juli 2025 \"Haltung des Regierungsrats zur OLS - Transparenz schaffen\"","24/EA 72/186"
"Botschaft vom 01.07.2025 (24/BS 18/179)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=4fd70dd078814252a4d4d72bf42fed01-332&v=2&r=PDF&typ=pdf","Beschluss des Grossen Rates über das Kantonsreferendum gegen das Bundesgesetz über die Individualbesteuerung","24/BS 18/179"
"Entwurf Regierungsrat vom 01.07.2025 (24/BS 18/179)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=ba354fa8bc68412d834f58a63d5551d7-332&v=2&r=PDF&typ=pdf","Beschluss des Grossen Rates über das Kantonsreferendum gegen das Bundesgesetz über die Individualbesteuerung","24/BS 18/179"
"Bundesgesetz über die Individualbesteuerung","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=da3b17e81fdb450e9c67c469a55528bf-332&v=2&r=PDF&typ=pdf","Beschluss des Grossen Rates über das Kantonsreferendum gegen das Bundesgesetz über die Individualbesteuerung","24/BS 18/179"
"Kommissionsbericht vom 18.08.2025 (24/BS 18/179)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=209894b9c68c4fec952c2d05b057d21d-332&v=2&r=PDF&typ=pdf","Beschluss des Grossen Rates über das Kantonsreferendum gegen das Bundesgesetz über die Individualbesteuerung","24/BS 18/179"
"Entwurf Kommission (24/BS 18/179)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=42bfa106ecbf4c9894a262aa66447778-332&v=2&r=PDF&typ=pdf","Beschluss des Grossen Rates über das Kantonsreferendum gegen das Bundesgesetz über die Individualbesteuerung","24/BS 18/179"
"Protokollauszug Eintreten, Detailberatung, Beschlussfassung vom 10.09.2025","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=e8bfe32f1280419598a5d541f21b27b9-332&v=2&r=PDF&typ=pdf","Beschluss des Grossen Rates über das Kantonsreferendum gegen das Bundesgesetz über die Individualbesteuerung","24/BS 18/179"
"Beschluss vom 10.09.2025 (24/BS 18/179)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=fb6f09e4d262424aafc33a8a134a520a-332&v=2&r=PDF&typ=pdf","Beschluss des Grossen Rates über das Kantonsreferendum gegen das Bundesgesetz über die Individualbesteuerung","24/BS 18/179"
"Brief_Kantonsreferendum gegen das Bundesgesetz über die Individualbesteuerung (24/BS 18/179)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=dfa3bbc207d8408593a0fb9a0fc44789-332&v=2&r=PDF&typ=pdf","Beschluss des Grossen Rates über das Kantonsreferendum gegen das Bundesgesetz über die Individualbesteuerung","24/BS 18/179"
"Wortlaut vom 02.07.2025 (24/EA 69/183)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=dbd8978bad394b2d80e3bd49122926f2-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Peter Haldemann, Ulrich Marti vom 2. Juli 2025 \"Strategie Grundstückserwerb des Kanton Thurgau\"","24/EA 69/183"
"Beantwortung vom 26.08.2025 (24/EA 69/183)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=44268dbe8a8247f2957b2d5b73675a2e-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Peter Haldemann, Ulrich Marti vom 2. Juli 2025 \"Strategie Grundstückserwerb des Kanton Thurgau\"","24/EA 69/183"
"Wortlaut vom 13.08.2025 (24/EA 74/188)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=3a614a2ad72e49beb620c2a967015b4e-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Daniel Amrhein, Oliver Martin, Beat Stump vom 13. August 2025 \"Kopftücher und Kopfbedeckungen an der Thurgauer Volksschule\"","24/EA 74/188"
"Beantwortung vom 30.09.2025 (24/EA 74/188)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=b22ca9653c564c7eb51291ae799ddc93-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Daniel Amrhein, Oliver Martin, Beat Stump vom 13. August 2025 \"Kopftücher und Kopfbedeckungen an der Thurgauer Volksschule\"","24/EA 74/188"
"Botschaft vom 24.06.2025 (24/GE 9/178)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=5c73380e03da43d9bd7af5a4f9b78672-332&v=2&r=PDF&typ=pdf","Änderung des Gesetzes über die Gebühren und Gemengsteuern der Grundbuchämter und Notariate (GGG)","24/GE 9/178"
"Entwurf Regierungsrat vom 24.06.2025 (24/GE 9/178)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=4efe578841bb470194bf5c13b57f3c45-332&v=2&r=PDF&typ=pdf","Änderung des Gesetzes über die Gebühren und Gemengsteuern der Grundbuchämter und Notariate (GGG)","24/GE 9/178"
"Fassung vorberatende Kommission (24/GE 9/178)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=241a689f9c274ae49c01407bd8b94f3f-332&v=2&r=PDF&typ=pdf","Änderung des Gesetzes über die Gebühren und Gemengsteuern der Grundbuchämter und Notariate (GGG)","24/GE 9/178"
"Synopse (24/GE 9/178)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=0d5b45e8c8d842f89ee86e358efa1bb4-332&v=2&r=PDF&typ=pdf","Änderung des Gesetzes über die Gebühren und Gemengsteuern der Grundbuchämter und Notariate (GGG)","24/GE 9/178"
"Kommissionsbericht vom 17.11.2025 (24/GE 9/178)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=02458e874e1f4e4d911b7ada9f4e87eb-332&v=2&r=PDF&typ=pdf","Änderung des Gesetzes über die Gebühren und Gemengsteuern der Grundbuchämter und Notariate (GGG)","24/GE 9/178"
"Protokollauszug Eintreten, 1. Lesung vom 17.12.2025","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=2c23a13211f84841921280556dc75d4b-332&v=2&r=PDF&typ=pdf","Änderung des Gesetzes über die Gebühren und Gemengsteuern der Grundbuchämter und Notariate (GGG)","24/GE 9/178"
"Fassung nach 1. Lesung (24/GE 9/178)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=b89cdd97b46b46bca31777b759eb9302-332&v=2&r=PDF&typ=pdf","Änderung des Gesetzes über die Gebühren und Gemengsteuern der Grundbuchämter und Notariate (GGG)","24/GE 9/178"
"Protokollauszug 2. Lesung vom 14.01.2026","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=56167adb00414884b8a44a63f3b94ac8-332&v=2&r=PDF&typ=pdf","Änderung des Gesetzes über die Gebühren und Gemengsteuern der Grundbuchämter und Notariate (GGG)","24/GE 9/178"
"Fassung nach 2. Lesung (24/GE 9/178)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=f7b66af3cc0e4c24a8d938260211055d-332&v=2&r=PDF&typ=pdf","Änderung des Gesetzes über die Gebühren und Gemengsteuern der Grundbuchämter und Notariate (GGG)","24/GE 9/178"
"Redaktionsfassung inkl. Synopse (24/GE 9/178)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=4761862f04594a92a4f826680eb568d5-332&v=2&r=PDF&typ=pdf","Änderung des Gesetzes über die Gebühren und Gemengsteuern der Grundbuchämter und Notariate (GGG)","24/GE 9/178"
"Protokollauszug Redaktionslesung, Schlussabstimmung vom 04.02.2026","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=616847cf1128489e9b00d0c4e1e389ff-332&v=2&r=PDF&typ=pdf","Änderung des Gesetzes über die Gebühren und Gemengsteuern der Grundbuchämter und Notariate (GGG)","24/GE 9/178"
"Schlussfassung (24/GE 9/178)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=e5cf05ed83a14784a666f6083e96d76f-332&v=2&r=PDF&typ=pdf","Änderung des Gesetzes über die Gebühren und Gemengsteuern der Grundbuchämter und Notariate (GGG)","24/GE 9/178"
"Wortlaut vom 02.07.2025 (24/EA 71/185)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=0217d62aaf054a79bbc266c9b3fc27ec-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Karin Bétrisey, Stefan Leuthold, Markus Brüllmann vom 2. Juli 2025 \"Synthesebericht Korridorstudie N23 - Transparenz schaffen\"","24/EA 71/185"
"Beantwortung vom 26.08.2025 (24/EA 71/185)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=23cab76de3b0464087c55467b734513d-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Karin Bétrisey, Stefan Leuthold, Markus Brüllmann vom 2. Juli 2025 \"Synthesebericht Korridorstudie N23 - Transparenz schaffen\"","24/EA 71/185"
"Botschaft vom 17.06.2025 (24/GE 8/171)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=b0b2694f1bc14551bfbfd1061c280e94-332&v=2&r=PDF&typ=pdf","Änderung des Planungs- und Baugesetzes (PBG)","24/GE 8/171"
"Entwurf Regierungsrat vom 17.06.2025 (24/GE 8/171)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=45deb3c1bc4042609adb59fcc8ba7a85-332&v=2&r=PDF&typ=pdf","Änderung des Planungs- und Baugesetzes (PBG)","24/GE 8/171"
"Synopse Entwurf Regierungsrat vom 17.06.2025 (24/GE 8/171)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=b23a7c536806492f8fd242dce3089457-332&v=2&r=PDF&typ=pdf","Änderung des Planungs- und Baugesetzes (PBG)","24/GE 8/171"
"Fassung vorberatende Kommission (24/GE 8/171)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=33cfdf0f91ee436b883811e6a0c78d25-332&v=2&r=PDF&typ=pdf","Änderung des Planungs- und Baugesetzes (PBG)","24/GE 8/171"
"Synopse Fassung vorberatende Kommission (24/GE 8/171)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=b39d4d1bae9c4267ba49848443eb2a13-332&v=2&r=PDF&typ=pdf","Änderung des Planungs- und Baugesetzes (PBG)","24/GE 8/171"
"Kommissionsbericht vom 10.12.2025 (24/GE 8/171)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=fcf68159b682464889b3a6be0b4345c0-332&v=2&r=PDF&typ=pdf","Änderung des Planungs- und Baugesetzes (PBG)","24/GE 8/171"
"Protokollauszug Eintreten, 1. Lesung vom 04.02.2026","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=a3c963a3dab3464d85b5cbbccf1b3f84-332&v=2&r=PDF&typ=pdf","Änderung des Planungs- und Baugesetzes (PBG)","24/GE 8/171"
"Fassung nach 1. Lesung (24/GE 8/171)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=09779793e529456a9bb5681ef2131ab3-332&v=2&r=PDF&typ=pdf","Änderung des Planungs- und Baugesetzes (PBG)","24/GE 8/171"
"Protokollauszug 2. Lesung vom 18.02.2026","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=9c610e08d23f4e5a9ff9b0689b2d1760-332&v=2&r=PDF&typ=pdf","Änderung des Planungs- und Baugesetzes (PBG)","24/GE 8/171"
"Fassung nach 2. Lesung  (24/GE 8/171)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=80cc7dc2be764beba86a0114c7755cef-332&v=2&r=PDF&typ=pdf","Änderung des Planungs- und Baugesetzes (PBG)","24/GE 8/171"
"Redaktionsfassung inkl. Synopse vom 20.02.2026 (24/GE 8/171)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=89efbcb550da4a1097036e556c6a7715-332&v=2&r=PDF&typ=pdf","Änderung des Planungs- und Baugesetzes (PBG)","24/GE 8/171"
"Protokollauszug Redaktionslesung, Schlussabstimmung vom 04.03.2026","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=b0814d38c6274cbe83adb84c71b9f47c-332&v=2&r=PDF&typ=pdf","Änderung des Planungs- und Baugesetzes (PBG)","24/GE 8/171"
"Schlussfassung vom 04.03.2026 (24/GE 8/171)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=882722dbb37b47e7ad5bc40b0d3a8633-332&v=2&r=PDF&typ=pdf","Änderung des Planungs- und Baugesetzes (PBG)","24/GE 8/171"
"Wortlaut vom 27.08.2025 (24/IN 16/189)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=e5c53ab7f4b24e76be1e76e7a6f5064e-332&v=2&r=PDF&typ=pdf","Interpellation von Mathias Tschanen, Beda Stähelin vom 27. August 2025 \"Mehr Planungssicherheit für eine nachhaltige Ver- und Entsorgung\"","24/IN 16/189"
"Wortlaut vom 27.08.2025 (24/IN 17/190)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=dd34646023604614a8ce8babae9d5a24-332&v=2&r=PDF&typ=pdf","Interpellation von Jacob Auer, Peter Bühler, Oliver Martin, Didi Feuerle vom 27. August 2025 \"Bekämpfung von missbräuchlichen Konkursen\"","24/IN 17/190"
"Protokollauszug Ersatzwahl vom 29.09.2025","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=e4582ab7d0ca496fb51e6adc92397183-332&v=2&r=PDF&typ=pdf","Ersatzwahl eines Mitglieds der Geschäftsprüfungs- und Finanzkommission für den Rest der Amtsdauer","24/WA 29/195"
"Wortlaut vom 27.08.2025 (24/IN 19/192)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=078b9b03d62b4b7a9979937d703e2d21-332&v=2&r=PDF&typ=pdf","Interpellation von Andreas Sigrist, Cornelia Hauser, Christian Stricker, Dean Kradolfer vom 27. August 2025 \"Privatunterreicht im Thurgau (gemäss \"Gesetz über die Volksschule\" § 26), Bestandesaufnahme zur heutigen Praxis und Regelung\"","24/IN 19/192"
"Kommissionsbericht vom 30.09.2025 (24/EB 5/197)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=25122c1c4c4f49d8901e3bb01f7c3f1e-332&v=2&r=PDF&typ=pdf","Kantonsbürgerrechtsgesuche vom 22.10.2025","24/EB 5/197"
"Protokollauszug Eintreten, Detailberatung, Beschlussfassung vom 22.10.2025","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=430f398601054d37aef8a9bc3fc0d3ca-332&v=2&r=PDF&typ=pdf","Kantonsbürgerrechtsgesuche vom 22.10.2025","24/EB 5/197"
"Wortlaut vom 27.08.2025 (24/EA 75/193)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=28e6f441d60b465592acdf42bcea5b83-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Edith Wohlfender-Oertig, Traudi Schönegger vom 27. August 2025 \"Gift in Päcklihüllen - Gesundheits- und Umweltbelastungen infolge Päckliflut des internationalen Online-Handels\"","24/EA 75/193"
"Beantwortung vom 21.10.2025 (24/EA 75/193)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=4b423278d1c147b29095778a83eabc1a-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Edith Wohlfender-Oertig, Traudi Schönegger vom 27. August 2025 \"Gift in Päcklihüllen - Gesundheits- und Umweltbelastungen infolge Päckliflut des internationalen Online-Handels\"","24/EA 75/193"
"Wortlaut vom 10.09.2025 (24/EA 76/198)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=ea45f4e08bf4450d871f7386975537f5-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Jacob Auer, Didi Feuerle vom 10. September 2025 \"Wie weiter mit dem Thurgau im Projekt Cargo sous terrain\"","24/EA 76/198"
"Beantwortung vom 04.11.2025 (24/EA 76/198)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=6ac1fa7297864c00b3a648e2a9c4960b-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Jacob Auer, Didi Feuerle vom 10. September 2025 \"Wie weiter mit dem Thurgau im Projekt Cargo sous terrain\"","24/EA 76/198"
"Protokollauszug Beantwortung vom 10.09.2025","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=a60459af19b6484598697cf954652f0e-332&v=2&r=PDF&typ=pdf","Fragestunde vom 10.09.2025","24/FR 8/196"
"Wortlaut vom 10.09.2025 (24/EA 78/202)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=2d1d49d96de14d978df427e9eb7a56d8-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Eveline Bachmann vom 10. September 2025 \"Pflege und Kontrolle der Thur-Dämme im Abschnitt Frauenfeld bis Zürcher Kantonsgrenze\"","24/EA 78/202"
"Beantwortung vom 04.11.2025 (24/EA 78/202)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=b9514780f08a40b9a3e890689236b3fb-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Eveline Bachmann vom 10. September 2025 \"Pflege und Kontrolle der Thur-Dämme im Abschnitt Frauenfeld bis Zürcher Kantonsgrenze\"","24/EA 78/202"
